invalid,valid,operations
+8619690642 168,+8619690642168,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+447l07133136,+447107133136,keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep
+44422341 5571,+444223415571,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
66007025744,+8666007025744,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
365 75 969,+6536575969,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
720237836,+61720237836,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
3824024570,+13824024570,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1 4738554946,+14738554946,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9528612 7o 4,+19528612704,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
22666114,+6522666114,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
624108376,+33624108376,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4461206 25621,+446120625621,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
43303648,+6543303648,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+6l253143483,+61253143483,keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep
78352870,+6578352870,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
8922982945,+448922982945,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
97151858,+6597151858,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+8621731874746,+8621731874746,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+913462e757l8,+913462375718,keep|keep|keep|keep|keep|keep|keep|replace_3|keep|keep|keep|replace_1|keep
+44361799447o,+443617994470,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0
630 95 9525,+33630959525,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4457677826sl,+445767782651,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_5|replace_1
+1 78877555 95,+17887755595,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
+65705851oe,+6570585103,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|replace_3
6558417284,+916558417284,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3338o778854,+33380778854,keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep
+86289009 316 16,+8628900931616,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep
+6 1899 953733,+61899953733,keep|keep|delete|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep
+86721 504576 51,+8672150457651,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep
+6l742886744,+61742886744,keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep
+655865e6e6,+6558653636,keep|keep|keep|keep|keep|keep|keep|replace_3|keep|replace_3|keep
1534057108,+441534057108,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3341 485 2708,+33414852708,keep|keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep
25997 87 83,+61259978783,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
93026206745,+8693026206745,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
42169670,+6542169670,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
2666017896,+442666017896,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
397406583,+33397406583,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+653a64b485,+6532648485,keep|keep|keep|keep|replace_2|keep|keep|replace_8|keep|keep|keep
+868 6950653767,+8686950653767,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44215b134405,+442158134405,keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep|keep|keep
+6535b0506e,+6535805063,keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep|replace_3
209736360,+33209736360,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44 495 1086758,+444951086758,keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
52305 79 397,+15230579397,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+335 35675386,+33535675386,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+g1o7o0672169,+910700672169,keep|replace_9|keep|replace_0|keep|replace_0|keep|keep|keep|keep|keep|keep|keep
+6507l4747s,+6507147475,keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep|replace_5
590 75 035,+6559075035,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+6167292255a,+61672922552,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2
+61667627709,+61667627709,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+655355041 6,+6553550416,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
86605477,+6586605477,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+15g04424540,+15904424540,keep|keep|keep|replace_9|keep|keep|keep|keep|keep|keep|keep|keep
2505334802,+912505334802,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44860b51o569,+448608510569,keep|keep|keep|keep|keep|keep|replace_8|keep|keep|replace_0|keep|keep|keep
8868021040,+18868021040,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
52365185,+6552365185,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
993098974,+33993098974,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
29747089202,+8629747089202,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
936256645,+33936256645,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
352 62 831589,+8635262831589,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3345831463 0,+33458314630,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
129943887,+33129943887,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3347763a779,+33477632779,keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|keep
795329 45 00,+447953294500,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1 7097437772,+17097437772,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
3454448992,+913454448992,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44 1744586449,+441744586449,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
903198532,+33903198532,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
48515 83 o14,+444851583014,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+11e35g5a841,+11335952841,keep|keep|keep|replace_3|keep|keep|replace_9|keep|replace_2|keep|keep|keep
331723583,+33331723583,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9l8o43466608,+918043466608,keep|keep|replace_1|keep|replace_0|keep|keep|keep|keep|keep|keep|keep|keep
+6 592045 449,+6592045449,keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+9 1608362 7311,+916083627311,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
88177 33 4,+6588177334,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
2364 40 1410,+12364401410,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
618643745,+33618643745,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
6166099225,+446166099225,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
84557928650,+8684557928650,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1017959187,+911017959187,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6196  2529285,+61962529285,keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep|keep
+e34l5068446,+33415068446,keep|replace_3|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep
83934528,+6583934528,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
557488146,+61557488146,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
879 83 7891,+33879837891,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4450458s3o56,+445045853056,keep|keep|keep|keep|keep|keep|keep|keep|replace_5|keep|replace_0|keep|keep
+17117174 887,+17117174887,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+65bl21s203,+6581215203,keep|keep|keep|replace_8|replace_1|keep|keep|replace_5|keep|keep|keep
590s797 06 9,+445905797069,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8975338365,+448975338365,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2890933801,+912890933801,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0023910451,+910023910451,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2134758298,+442134758298,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4466891426a4,+446689142624,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep
+865o8g4070363,+8650894070363,keep|keep|keep|keep|replace_0|keep|replace_9|keep|keep|keep|keep|keep|keep|keep
2021494987,+12021494987,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+14248 008294,+14248008294,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep
28667 41 8219,+8628667418219,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
81796205,+6581796205,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+614 71506308,+61471506308,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+65635b9565,+6563589565,keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep
+868253 66 83777,+8682536683777,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|delete|keep|keep|keep|keep|keep
1256e 03 573,+441256303573,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
6346133 56 3,+916346133563,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1a8a2847985,+12822847985,keep|keep|replace_2|keep|replace_2|keep|keep|keep|keep|keep|keep|keep
+446 96967245 7,+446969672457,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
35393496,+6535393496,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
1983421973,+911983421973,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
5s11 76 1907,+915511761907,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1931532587,+11931532587,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
19680 25 39,+61196802539,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65608794 30,+6560879430,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
+911336a76938,+911336276938,keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|keep|keep|keep
+91s070215776,+915070215776,keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4422 6065 9190,+442260659190,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|delete|keep|keep|keep|keep
+10l11779737,+10111779737,keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep
5038 60 ss15,+445038605515,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8899 l2 96,+6588991296,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+15o604899b0,+15060489980,keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|replace_8|keep
+44 724599066 4,+447245990664,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
ll86 37 3092,+911186373092,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+333981859 76,+33398185976,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
75771109162,+8675771109162,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
31504181535,+8631504181535,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
16226762262,+8616226762262,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
62461713,+6562461713,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
085355837,+61085355837,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
42379176,+6542379176,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+911621o62597,+911621062597,keep|keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep
564825804,+33564825804,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
030 23 04509,+10302304509,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9412840420,+449412840420,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
594014844,+61594014844,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+917892366o5b,+917892366058,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep|replace_8
9201496538,+449201496538,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61 43126101 7,+61431261017,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
60678727,+6560678727,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+653679sg37,+6536795937,keep|keep|keep|keep|keep|keep|keep|replace_5|replace_9|keep|keep
22860205,+6522860205,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+3375493  8740,+33754938740,keep|keep|keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep
+12e59983588,+12359983588,keep|keep|keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep
+9124 990561 29,+912499056129,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep
+86775013e1815,+8677501331815,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_3|keep|keep|keep|keep
+61962g305l3,+61962930513,keep|keep|keep|keep|keep|keep|replace_9|keep|keep|keep|replace_1|keep
+e3o10731678,+33010731678,keep|replace_3|keep|replace_0|keep|keep|keep|keep|keep|keep|keep|keep
7s46 43 46s,+33754643465,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33073773346,+33073773346,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
828497 88 6,+61828497886,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
359137393,+33359137393,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
98162302,+6598162302,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+4465078046  15,+446507804615,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|delete|keep|keep
+917s5214b345,+917552148345,keep|keep|keep|keep|replace_5|keep|keep|keep|keep|replace_8|keep|keep|keep
4836487799,+914836487799,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+172 90 437594,+17290437594,keep|keep|keep|keep|delete|keep|keep|delete|keep|keep|keep|keep|keep|keep
345820 17 361,+8634582017361,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
86901896,+6586901896,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+3340923e64b,+33409233648,keep|keep|keep|keep|keep|keep|keep|keep|replace_3|keep|keep|replace_8
164953446,+61164953446,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91337484726o,+913374847260,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0
+654209g997,+6542099997,keep|keep|keep|keep|keep|keep|keep|replace_9|keep|keep|keep
+10668161g91,+10668161991,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_9|keep|keep
06992 99 015,+440699299015,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+337536b1560,+33753681560,keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep
1344167132,+441344167132,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
5195870891,+915195870891,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
05166316,+6505166316,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
11085256239,+8611085256239,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
58144649,+6558144649,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
9174 38 127e8,+8691743812738,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8980595766,+448980595766,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+913o6e855875,+913063855875,keep|keep|keep|keep|replace_0|keep|replace_3|keep|keep|keep|keep|keep|keep
+618l6096140,+61816096140,keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep
298898030,+33298898030,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6584026 13 1,+6584026131,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|delete|keep
619 7o 743,+6561970743,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+44132468471 5,+441324684715,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
+8636341l949g1,+8636341194991,keep|keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|replace_9|keep
+33066836 539,+33066836539,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
4329665281,+914329665281,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
06197815,+6506197815,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
8216694658,+918216694658,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+868 9795288516,+8689795288516,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4962391916,+444962391916,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+l3599300806,+13599300806,keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
76592657,+6576592657,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+1o689o92680,+10689092680,keep|keep|replace_0|keep|keep|keep|replace_0|keep|keep|keep|keep|keep
+6 569635 956,+6569635956,keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
2456328388,+442456328388,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
705581761,+61705581761,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8612183073 97 7,+8612183073977,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|delete|keep
315357204,+33315357204,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
208 41 180,+6520841180,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
9601588721,+919601588721,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
842994280,+61842994280,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+615l07g89o2,+61510798902,keep|keep|keep|keep|replace_1|keep|keep|replace_9|keep|keep|replace_0|keep
+13 747098387,+13747098387,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
298274637,+33298274637,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
0976450 78 4,+910976450784,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
51348873560,+8651348873560,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8 62938 1361793,+8629381361793,keep|keep|delete|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
9899026045,+19899026045,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
5355302961,+915355302961,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
45481306,+6545481306,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+659g810g2s,+6599810925,keep|keep|keep|keep|replace_9|keep|keep|keep|replace_9|keep|replace_5
749630298,+33749630298,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
42534668,+6542534668,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+6 537329521,+6537329521,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
